STT,Tên món,Giới thiệu,Loại món,Khẩu phần,Time Cooking,Nguyên liệu,Cách làm,Tags,Calories,Fat Amount,Fiber Amount,Sugar Amount,Protein Amount,Link Ảnh
2700,Khoai Tây Nướng Ngon,"Với một ít nước sốt thịt bò, gia vị, món khoai tây nướng của bạn đảm bảo sẽ ngon lạ lắm đấy. Lâu lâu biến tấu cách chế biến khoai tây mới lạ này nhé!",Món mặn,4 người,40,"Khoai tây 4 Củ,  Tỏi 3 Nhánh,  Dầu olive 3 Muỗng canh,  Xốt gia vị 2 Muỗng canh,  Bơ 3 Muỗng canh,  Nước dùng 1/4 Chén","Các ấy rửa thật sạch khoai tây rồi cắt thành các thanh nhỏ. Cho khoai tây và tất cả nguyên liệu vào bát.,  Đổ tất cả vào khay nướng,  rồi nướng khoảng 40-45 phút ở 200 độ C.,  Nhanh,  gọn,  đơn giản để có món ăn ngon. Chấm với chút tương ớt nữa thì quá tuyệt.",khoai tâi nướng ngon,232,13,10,30,11,https://image.cooky.vn/recipe/g2/11642/s640/recipe-cover-r11642.jpg
2701,Kem Đậu Xanh,"Không cần phải ra tiệm mua, ở nhà cũng có thể làm được kem đậu xanh nè! Vừa ngon, bổ, rẻ mà hợp vệ sinh nữa. Nhắc đến thôi đã thèm rồi!",Món mặn,2 người,20,"Đậu xanh 100 Gr,  Sữa tươi 100 ml,  Đường trắng 50 Gr,  Bột nếp 5 Gr","Đậu xanh đãi sạch,  ngâm nước khoảng 3-4 giờ hoặc qua đêm cho mềm.,  Đầu tiên,  hòa tan 5gr bột nếp với 1/2 chén nước,  khuấy đều cho bột tan hoàn toàn.,  Tiếp theo,  cho đậu xanh,  nước bột nếp,  50gr đường trắng vào nồi,  bắc lên bếp nấu nhừ. Vừa nấu vừa khuấy đều để đường tan hết.,  Khi đậu xanh đã mềm nhừ,  chín đều,  cho sữa tươi vào,  khuấy đều,  nấu thêm 10 phút nữa.,  Tắt bếp,  để nguội,  cho hỗn hợp đậu xanh vào khuôn kem que. Đặt trong tủ lạnh khoảng 6 giờ cho đông lại.,  Khi dùng chỉ việc lấy kem ra khỏi khuôn là có thể mời cả nhà dùng thử.",kem đậu xanh,477,33,5,17,23,https://image.cooky.vn/recipe/g2/11435/s640/recipe11435-635724682910609488.jpg
2702,Gà Nấu Cam,"Một món ăn ngon cho thực đơn gia đình bạn nè, vừa ngon mà hấp dẫn nữa. Với món gà nấu cam, bạn chỉ cần mua thịt gà, cam và một số gia vị khác là có thể tự tay làm để tăng thêm hương vị cho món ăn rồi!",Món mặn,2 người,20,"Thịt gà 400 Gr,  Cam 2 Trái,  Nước dùng gà 100 ml,  Hạt nêm 1 Muỗng cà phê,  Tiêu 1 Muỗng cà phê,  Hành tây 1 Củ,  Rượu trắng 1 Muỗng canh,  Mật ong 1 Muỗng canh,  Dầu ăn 25 ml,  Tương ớt 2 Muỗng canh,  Ớt bột 1 Muỗng cà phê,  Hành tím 1 Củ","Thịt thăn gà rửa sạch,  cắt miếng rồi ướp với 1 muỗng canh mật ong,  1 muỗng canh rượu trắng,  1 muỗng cà phê tiêu,  1 muỗng cà phê hạt nêm khoảng 10 phút. Hành tây bóc vỏ,  cắt mỏng.,  Vắt 1 quả cam lấy nước,  lọc qua rây,  cho ra chén. Vỏ cam bào thành sợi,  1 quả cam còn lại,  cắt lát mỏng. Hành tím cắt mỏng.,  Làm nóng dầu ăn trong nồi,  cho thịt gà đã ướp vào,  chiên chín để 2 mặt thịt gà vàng đều.,  Tiếp theo,  đổ nước dùng gà,  nước cam đã vắt ở trên,  hành tây,  hành tím vào nồi. Thêm tương ớt,  ớt bột vào,  nấu nhỏ lửa.,  Cho món ăn ra đĩa,  tranh trí mấy miếng cam cắt mỏng lên món ăn nếu thích. Như vậy là bạn đã có ngay một món ăn ngon cho bữa cơm tối này rồi!",gà nấu cam,414,23,8,16,14,https://image.cooky.vn/recipe/g2/12129/s640/recipe12129-635615746565176435.jpg
2703,Burger Đậu Hũ,"Món burger đậu hũ thơm ngon và rất dễ chế biến, có thể dùng với cơm hoặc bánh mì đều được. Sẽ như thế nào nếu buổi sáng thức dậy và thưởng thức món ăn này nhỉ?",Món mặn,4 người,30,"Đậu hũ non 250 Gr,  Nấm mèo 5 Gr,  Nấm đông cô 3 Cái,  Cà rốt 1/3 Củ,  Hành boa rô 1 Cây,  Bột chiên xù 3 Muỗng canh,  Lá chanh 2 Lá,  Dầu ăn 3 Muỗng canh,  Muối 1 Muỗng cà phê,  Đường trắng 1/3 Muỗng cà phê,  Tiêu 1/2 Muỗng cà phê,  Bột ngọt 1/2 Muỗng cà phê","Đậu hũ rửa sạch,  lau khô bằng khăn giấy,  cho vào cái rây,  lót dưới rây một cái tô,  dùng muỗng chà miếng đậu hũ cho nhuyễn.,  Nấm đông cô,  nấm mèo ngâm nước ấm cho mềm,  rửa sạch và cắt nhuyễn. Cà rốt rửa sạch,  gọt vỏ,  cắt thật nhuyễn.,  Boa rô rửa sạch,  chỉ lấy phần thân trắng,  cắt nhuyễn giống cà rốt.,  Cho vào tô đậu hũ,  cà rốt,  nấm mèo,  nấm đông cô,  3/4 hành boa rô,  2 muỗng canh bột chiên xù,  1 muỗng cà phê muối,  1/2 muỗng cà phê tiêu và 1/3 muỗng cà phê đường,  trộn đều.,  Nắn hỗn hợp thành từng miếng tròn với kích thước tuỳ thích.,  Đun nóng 2 muỗng canh dầu ăn. Thoa chút bột chiên xù lên 2 mặt miếng burger cho đều rồi cho vào chảo chiên cho đến khi vàng 2 mặt thì vớt ra.,  Cho vào chén 2 muỗng canh sốt cà chua,  2 muỗng canh sốt tương đen,  2 muỗng canh nước lọc,  1 muỗng cà phê đường,  1 muỗng canh nước tương và 1/2 muỗng canh giấm,  khuấy đều.,  Phi thơm hành boa rô còn lại với 1 muỗng canh dầu ăn rồi cho hỗ hợp đã pha vào,  khuấy đều. Khi hỗn hợp sôi thì cho 1/2 muỗng cà phê bột ngọt,  khuấy đều rồi tắt bếp.,  Cho miếng burger lên đĩa,  rưới sốt lên .",burger đậu hũ,392,16,5,13,18,https://image.cooky.vn/recipe/g1/2401/s640/recipe2401-635705902085334972.jpg
2704,Chà Bông Tôm,"Chà bông tôm có thể làm 1 lần rồi bảo quản trong lọ dùng dần, ăn với cơm nắm, rắc lên bánh bèo đều ngon tuyệt. Các mẹ hãy trổ tài làm ngay cho các bé yêu nhà mình nhé!",Món mặn,4 người,20,"Tôm tươi 500 Gr,  Gừng 5 Lát,  Nước mắm 2 Muỗng canh,  Dầu ăn 1 Muỗng canh","Tôm rửa sạch,  bóc đầu tôm bỏ riêng. Ướp tôm với gừng cắt lát và 1/3 chén nước lọc trong khoảng 10 phút.,  Đặt nồi tôm lên bếp đun. Lấy đũa đảo đều tay cho tôm chín đều. Khi nào tôm chuyển màu đỏ thì tắt bếp,  để nguội. Tẻ lấy nước luộc tôm để riêng.,  Bóc vỏ tôm. Dùng dao khứa đôi lưng tôm ra,  lấy bỏ chỉ đen.,  Dùng chày dần tôm mỏng ra trên thớt. Lưu ý đập nhẹ tay ko để tôm quá nát về sau tôm sẽ vụn.,  Đun nóng chảo,  cho tôm vào đảo đều khoảng 10 phút cho thịt tôm ráo bớt. Đem thịt tôm ra giã lại 1 lần nữa.,  Trộn đều 2 muỗng canh nước mắm với nước luộc tôm. Rưới đều hỗn hợp đã pha lên tôm vừa giã.,  Đun nóng chảo,  cho tôm đã trộn vào chảo. Đun lửa liu riu và đảo đều tới khi tôm se khô lại là được.,  Cho món ăn ra chén hoặc hũ,  thêm dầu ăn Kiddy vào,  trộn đều. Ruốc tôm có thể ăn với cháo trắng hoặc bánh mì kẹp rất ngon đấy.",chà bông tôm,550,15,5,14,20,https://image.cooky.vn/recipe/g1/2424/s640/recipe2424-636053145523132515.jpg
2705,Xôi Đậu Phộng,"Xôi đậu phộng (lạc) là món ăn rất đơn giản và dễ làm. Với cách nấu xôi này của Cooky, đảm bảo bạn luôn có những miếng xôi thơm ngon, dẻo ngọt cho bữa sáng của mình.",Món mặn,2 người,35,"Gạo nếp 500 Gr,  Đậu phộng 250 Gr,  Muối 1/2 Muỗng cà phê","Gạo nếp ngâm ít nhất 3 tiếng. Đậu phộng ngâm sơ khoảng 20 phút.,  Rửa sạch đậu phộng,  cho vào nồi luộc đến khi đậu chín mềm. Đổ đậu ra,  để ráo nước.,  Gạo nếp vo sạch,  trộn với muối rồi cho đậu phộng chín vào trộn cùng.,  Cho nếp và đậu phộng vào xửng,  hấp khoảng 20 đến 25 phút thì xôi chín.,  Xôi chín thì cho ra đĩa hoặc chén,  ăn kèm với muối mè đậu phộng hay hành phi.",xôi đậu phộng,318,23,8,25,15,https://image.cooky.vn/recipe/g1/1514/s640/recipe1514-635681488755784225.jpg
2706,Cá Basa Phi Lê Áp Chảo,"Cá basa fillet áp chảo ăn vừa ngon, vừa tốt cho sức khỏe, chế biến nhanh gọn lẹ luôn. Chế biến cá basa phi lê rất đơn giản và áp chảo là cách làm tối ưu nhất đó. Phi lê cá basa áp chảo phù hợp cho các bạn bận rộn nhưng vẫn tự nấu ăn chăm sóc sức khỏe cho bản thân và gia đình thân yêu của mình nè.",Món mặn,1 người,20,"Phi lê cá 150 Gr,  Nước mắm 3 Muỗng cà phê,  Tiêu 1 Muỗng cà phê,  Tỏi 2 Tép,  Mật ong 2 Muỗng cà phê","Cách chế biến cá basa phi lê: Rửa sạch cá,  cắt khúc vừa ăn. Cho 3 muỗng nước mắm,  1 muỗng tiêu xay và 2 muỗng mật ong,  tỏi băm nhuyễn cho vào. Dùng đũa trộn đều và ướp 5-10 phút để cá thấm gia vị,  khi ăn sẽ vừa miệng và đậm đà hơn.,  Cho 2 muỗng cà phê dầu ăn vào chảo cùng tỏi băm cho vàng thơm. Cho cá vào,  hạ nhiệt độ bếp xuống. Chờ 3 phút cho mặt cá vàng đều,  trở mặt còn lại. Cẩn thận cá bị cháy sẽ không ngon đâu nhé! Kiểm tra xem 2 mặt cá đã vàng đều thì tắt bếp.,  Cá basa phi lê áp chảo đơn giản là hoàn thành xong rồi. Được thưởng thức với cơm nóng là siêu ngon luôn! Bạn nào sợ nấy có thể pha thêm chén nước chấm chanh mù tạt sẽ ngon đến bất ngờ luôn đó. Rảnh rỗi các bạn có thể làm phi lê cá basa áp chảo này để đãi gia đình nè,  chúc các bạn thành công.",cá basa phi lê áp chảo,599,37,7,14,37,https://image.cooky.vn/recipe/g4/36058/s640/cooky-recipe-636687372573609031.jpg
2707,Salad Trộn Dầu Giấm,"Xà lách trộn dầu giấm này đơn giản, ngon mà lại không hề ngán. Cách làm salad dầu giấm chỉ dùng ít dầu mè thôi nhưng vẫn đảm bảo vị ngon hài hòa, rất phù hợp với những bạn đang trong giai đoạn giảm cân. Cùng vào bếp với Cooky để làm món salad dầu giấm đơn giản mà tuyệt ngon này nhé!!",Món mặn,2 người,30,"Xà lách 100 Gr,  Dưa leo 1 Trái,  Cà chua bi 100 Gr,  Bắp Mỹ 50 Gr,  Hành tây 0.67 Củ,  Dầu mè 2 Muỗng canh,  Giấm 3 Muỗng canh,  Đường trắng 2 Muỗng canh,  Muối 1/2 Muỗng cà phê,  Tiêu 1/2 Muỗng cà phê,  Ngò rí 1 Nhánh","Cho vào chén 3 muỗng canh giấm,  2 muỗng canh đường,  2 muỗng canh dầu mè,  1/2 muỗng cà phê muối,  1/2 muỗng cà phê tiêu. Trộn đều cho tan hết. Dầu giấm trộn salad muốn ngon chỉ cần chọn giấm chất lượng như giấm táo,  giấm Balsamic, .. là tuyệt vời nhất.,  Rửa sạch rồi cắt đôi trái cà chua bi. Hành tây bóc vỏ,  cắt lát mỏng. Dưa leo cắt lát xéo.,  Trong 1 tô lớn,  cho xà lách,  hành tây,  cà chua bi,  dưa leo,  bắp mỹ vào. Rưới dầu giấm lên,  trộn đều. Cách làm xà lách trộn dầu giấm quá đơn giản phải không nào.,  Cho ngò rí lên trang trí và thưởng thức thôi! Giòn giòn,  chua chua có thể mang theo đi làm,  đi học mọi người sẽ ""ồ"" lên vì thích thú đó. Rau trộn dầu giấm rất ngon,  lại nhiều vitamin,  nhuận tràng rất tốt cho sức khỏe. Cách trộn salad dầu giấm trên đây đơn giản chỉ có rau củ thôi nếu các bạn sợ đói có thể làm thêm ức gà để trộn chung nè. Chúc các bạn thành công và ngon miệng nha.",salad trộn dầu giấm,594,15,6,23,38,https://image.cooky.vn/recipe/g2/13827/s640/recipe13827-635846642618565374.jpg
2708,Nước Detox Chanh Và Dưa Leo,"Nước detox chanh dưa leo là một trong những loại nước detox hiệu quả được nhiều người ưa thích. Uống detox dưa leo thường xuyên sẽ giúp giảm cân hiệu quả, giảm lượng mỡ thừa tích tụ, giúp cơ thể đào thải chất độc nhanh chóng. Cách làm detox dưa chuột với sự tươi mát và chua nhè nhẹ, rất dễ uống. Hãy chuẩn bị ngay detox chanh và dưa leo cho cả nhà thanh lọc cơ thể ngay nhé!",Món mặn,1 người,20,"Chanh 1 Trái,  Dưa leo 1 Trái","Cắt chanh thành lát mỏng.,  Cắt dưa leo thành lát tròn mỏng.,  Cho chanh và dưa leo vào bình thủy tinh.,  Thêm 500ml nước vào bình. Đậy kín nắp. Ngâm detox chanh dưa leo khoảng 3-24 tiếng trong ngăn mát tủ lạnh.,  Dùng nước detox chanh dưa leo thay cho nước lọc thông thường. Mỗi ngày uống khoảng 1, 5-2 lít. Sau khi dùng hết detox dưa leo nước đầu,  có thể cho thêm 1-2 lần nước nữa,  ngâm nước detox dưa leo 1 tiếng rồi uống. Cách làm detox dưa chuột không hề khó,  bạn có thể uống nước detox dưa leo mỗi ngày sẽ thêm hiệu quả đấy nhé!",nước detox chanh và dưa leo,576,26,4,26,31,https://image.cooky.vn/recipe/g2/15533/s640/recipe15533-635755924465558617.jpg
2709,Mì Ý Kiểu Việt,"Chỉ với chút ít sáng tạo bạn sẽ có một món mì ý mang phong cách ẩm thực của chính mình. Mì sốt spaghetti có vị thơm thơm của hành khô và dai dai của mì ống. Chua chua, ngọt ngọt của đường và cà chua. Ngậy và béo cùa bơ.",Món mặn,2 người,40,"Cà chua 2 Trái,  Mì Ý 1 Gói,  Kim chi cải thảo 1 Chén,  Hành tây 1 Củ,  Sữa tươi không đường 150 ml,  Muối 1/2 Muỗng cà phê,  Nước mắm 1/2 Muỗng canh,  Bột ngọt 1/2 Muỗng cà phê,  Tỏi 2 Tép,  Húng quế 10 Lá","Để dễ ăn,  bạn nên cắt nhỏ kim chi thành sợi.,  Cà chua rửa sạch cắt múi cau. Hành tây bỏ vỏ cắt lát mỏng. Tỏi cắt mỏng,  rau húng quế rửa sạch. Để các nguyên liệu ra đĩa.,  Mì spaghetti sau khi mua về,  tháo bọc,  cho lên nồi nước sôi luộc khoảng 2 phút. Nhớ thêm một chút muối vào để mì đậm đà.,  Sau khi mì chín,  vớt ra rá,  xả sạch với nước lạnh để sợi mì cứng,  trong,  sạch và không bị dính.,  Phi thơm tỏi trên chảo với 2 muỗng dầu ăn. Cho phần hành tây vào xào trước 2 phút sau đó lần lượt cho kim chi và cà chua vào. Xào khoảng thêm 3 phút nữa.,  Cho sữa tươi vào chảo,  trút luôn phần nước kim chi vào. Đun lửa nhỏ,  nêm vào 1/2 muỗng muối,  1/2 muỗng nước mắm,  1/2 muỗng bột ngọt.,  Cho phần spaghetti đã luộc vào phần sốt trên chảo,  trộn đều. Đảo đều món ăn trên chảo khoảng 2 phút,  thêm nửa phần cà chua còn lại vào chảo và nêm nếm gia vị vừa ăn. Gắp ra đĩa và thưởng thức.",mì ý kiểu việt,469,13,7,16,28,https://image.cooky.vn/recipe/g1/7660/s640/recipe7660-635635083183685167.jpg
2710,Bánh Dừa Nướng Quảng Nam,"Bánh dừa nướng Quảng Nam là món ăn vặt chuẩn ""made in Vietnam"" thơm béo, giòn rụm làm say đắm không biết bao người, đặc biệt là giới trẻ Hàn Quốc đang phát cuồng vì món này đó. Bánh dừa nướng chỉ sử dụng những nguyên liệu cơ bản, không chất bảo quản, không mất nhiều thời gian thực hiện lại làm căn bếp nhỏ của mình thơm lừng, cực thích luôn. Xắn tay vào làm thôi!!!",Món mặn,0 người,50,"Dừa nạo 100 Gr,  Đường trắng 25 Gr,  Sữa đặc 10 ml,  Bột nếp 30 Gr","Cho 100g dừa nạo vào tô cùng với 25g đường,  10ml sữa đặc rồi trộn cho đều.,  Tiếp tục cho 30g bột bắp vào trộn cùng với hỗn hợp.,  Bật lò nướng ở 100 độ C trước 10 phút. Chuẩn bị khay,  giấy nướng,  dàn hỗn hợp ra cho mỏng,  càng mỏng thì bánh sẽ càng giòn đó. Cho vào lò nướng 15 phút. Lấy thì bánh đã khô một chút rồi,  tăng lò lên 120 độ,  sau đó lấy bánh bạn cắt thành từng miếng vuông tùy thích nha. (bánh còn nóng nên các bạn cẩn thận nhé). Cho vào nướng tiếp 10 phút hoặc thấy vàng là được.,  Để nguội là hoàn thành món bánh dừa nướng Quảng Nam ngon nức tiếng này rồi đó. Thưởng thướng lúc còn nóng giòn hoặc nhâm nhi lúc rảnh rỗi là tuyệt vời nhất luôn. Bánh có thể bảo quản trong lọ nhưng không quá 3 ngày nhé. Các bạn có thể làm bánh dừa nướng làm để tặng người thân,  bạn bè,  chắc chắn mọi người sẽ rất thích.",bánh dừa nướng quảng nam,299,38,7,28,11,https://image.cooky.vn/recipe/g5/49892/s640/cooky-recipe-cover-r49892.png
2711,Canh Khổ Qua Cá Thác Lác,"Khổ qua kết hợp với cá thác lác làm nên món canh ngon miệng, hấp dẫn, có vị đắng tự nhiên. Thay vì nhồi thịt, bạn hãy biến tấu theo cách làm này nhé! Cả nhà sẽ thích mê món canh này.",Món mặn,2 người,25,"Cá thác lác 250 Gr,  Khổ qua 300 Gr,  Hành lá 100 Gr,  Muối 1 Muỗng cà phê,  Hạt nêm 3 Muỗng cà phê,  Tiêu 1/2 Muỗng cà phê,  Nước mắm 1 Muỗng canh","Cá thác lác róc lấy thịt,  xay nhuyễn. Thêm hành lá cắt nhỏ,  1/2 muỗng cà phê muối,  1/2 muỗng cà phê tiêu,  1 muỗng cà phê hạt nêm,  1 muỗng canh nước mắm,  trộn đều,  vê thành những viên nhỏ vừa ăn.,  Khổ qua rửa sạch,  mổ bỏ ruột khổ qua,  cắt thành những lát nhỏ theo chiều ngang.,  Đun sôi 500ml nước,  cho khổ qua vào. Khi nước sôi trở lại thì cho chả cá thác lác vào,  đun tiếp khoảng 5 phút cho chả cá chín thì nêm gia vị cho vừa rồi tắt bếp,  cho hành lá vào. Múc canh ra tô và dùng với cơm. Nếu bạn không ăn được khổ qua thì món canh này sẽ hạn chế vị đắng tự nhiên của nó.",canh khổ qua cá thác lác,361,22,5,20,9,https://image.cooky.vn/recipe/g1/8058/s640/cooky-recipe-cover-r8058.jpg
2712,Sườn Heo Xào Chua Ngọt,"Sự kết hợp giữa giấm và mật ong sẽ đem lại cho bạn một món ăn có vị chua, ngọt rất hài hòa. Bạn thử dùng 2 loại gia vị trên nêm nếm cho món sườn heo ""phiên bản"" mới nhé!",Món mặn,2 người,30,"Sườn heo 250 Gr,  Hành lá 100 Gr,  Ngò rí 100 Gr,  Mật ong 1 Muỗng canh,  Dầu hào 1 Muỗng canh,  Giấm 1 Muỗng canh,  Nước mắm 1 Muỗng canh,  Hạt nêm 1 Muỗng cà phê,  Dầu ăn 2 Muỗng canh,  Nước màu 1 Muỗng canh,  Ớt bột 1/2 Muỗng cà phê","Sườn heo rửa sạch,  chặt khúc vừa ăn. Sau đó,  ướp sườn heo với mật ong,  dầu hào,  giấm,  nước màu,  ớt bột trong tô khoảng 10 phút.,  Hành lá rửa sạch,  cắt nhỏ,  ngò rí nhặt,  rửa sạch.,  Làm nóng dầu ăn trong nồi,  cho sườn heo đã ướp vào,  đảo đều.,  Cuối cùng,  nêm nước mắm,  hạt nêm vào,  xào thêm 5 phút. Tắt bếp,  cho món ăn ra đĩa,  rắc hành lá,  ngò rí vào và dùng với cơm nè.",sườn heo xào chua ngọt,509,22,9,12,29,https://image.cooky.vn/recipe/g1/8649/s640/recipe8649-635688578085335220.jpg
2713,Thịt Bò Xào Lá Lốt,Món thịt bò xào lá lốt thật ra rất đơn giản và hầu như ai cũng biết nhưng làm cách nào để miếng thịt mềm mại bóng bẫy thì cũng cần một chút bí quyết.,Món mặn,2 người,30,"Thịt bò 300 Gr,  Hành tây 1/2 Củ,  Lá lốt 20 Lá,  Dầu mè 1 Muỗng cà phê,  Nước tương 2 Muỗng canh,  Bột bắp 1 Muỗng cà phê,  Tiêu 1/2 Muỗng cà phê,  Tỏi băm 1/2 Muỗng cà phê,  Đường trắng 1 Muỗng cà phê,  Muối 1/4 Muỗng cà phê,  Hành lá 1/2 Cây,  Dầu ăn 2 Muỗng canh","Thịt bò rửa sạch thấm khô,  cắt miếng không quá mỏng. Cho thịt bò vào tô cùng với các gia vị như tỏi,  1/4 muỗng cà phê muối,  1 muỗng cà phê đường,  1/2 muỗng cà phê tiêu,  2 muỗng canh nước tương,  1 muỗng cà phê dầu mè và 1 muỗng cà phê bột bắp. Ướp khoảng 20 phút.,  Lá lốt lặt bỏ cọng,  rửa sạch,  cắt rối. Hành tây cắt mỏng. Hành lá rửa sạch,  cắt khúc.,  Bắc chảo lên bếp. Cho 2 muỗng canh dầu,  chờ dầu nóng cho tỏi băm vào xào thơm,  kế đến cho thịt bò vào xào với lửa lớn.,  Khi thấy thịt bò vừa chín tái là cho lá lốt,  hành lá và hành tây vào đảo nhanh. Nêm nếm lại cho vừa ăn là tắt bếp.,  Món bò xào lá lốt tuy đơn giản nhưng rất ngon cơm thích hợp với bữa cơm gia đình.",thịt bò xào lá lốt,520,32,7,19,15,https://image.cooky.vn/recipe/g1/8653/s640/recipe8653-635750768397259272.jpg
2714,Bò Viên Chua Cay,"Món bò viên chua cay này rất dễ ăn và làm rất nhanh nữa. Bạn sẽ bị hương vị chua chua cay cay từ me và sa tế làm ghiền đấy, do được áo đều lớp sốt me chua cay nên món ngon này có thể ăn kèm với cơm nóng như món ăn chính hay dùng ăn vặt cho các bạn trẻ thì còn gì tuyệt vời bằng nhỉ!",Món mặn,2 người,45,"Bò viên 200 Gr,  Me chua 7 Gr,  Rau răm 10 Gr,  Bột năng 1/2 Muỗng cà phê,  Tỏi băm 10 Gr,  Dầu ăn 1 Muỗng canh,  Muối 2 Gr,  Tiêu 2 Gr,  Đường trắng 5 Gr","Cho me chua vào bát đổ ít nước ấm và hoà tan để lấy nước cốt me. Sau đó bỏ hạt me đi,  cho bột năng (cỡ ½ - 1 muỗng café) vào bát me trộn đều cho tan bột.,  Làm nóng nồi và cho dầu sa tế vào. Rồi cho tỏi băm vào phi thơm. Sau đó cho hết bò viên vào đảo xào đều.,  Đổ hỗn hợp nước me vào xào đều cùng với gia vị nêm vừa ăn: muối,  tiêu và đường vào. Cắt rau răm đã rửa sạch vào đảo chung cho bò viên nóng chín đều thì tắt bếp.,  Món bò viên chua cay này rất dễ ăn và làm rất nhanh nữa. Bạn sẽ bị hương vị chua chua cay cay từ me và sa tế làm ghiền đấy,  do được áo đều lớp sốt me chua cay nên món ngon này có thể ăn kèm với cơm nóng như món ăn chính hay dùng ăn vặt cho các bạn trẻ thì còn gì tuyệt vời bằng nhỉ!",bò viên chua cay,255,22,9,27,33,https://image.cooky.vn/recipe/g1/6206/s640/recipe-cover-r6206.jpg
