food_id,dish_name,description,dish_type,serving_size,cooking_time,ingredients,cooking_method,dish_tags,calories,fat,fiber,sugar,protein,image_link,nutrient_content
3026,Bánh Dẻo Nhân Đậu Xanh,"Bánh Dẻo Nhân Đậu Xanh - món ăn vặt thơm ngon, truyền thống cho ngày Tết Trung thu. Cách làm bánh dẻo bánh trung thu dẻo nhân đậu xanh cực dễ, vỏ bánh dẻo dai thơm nước hoa bưởi, bao lấy nhân đậu xanh sầu riêng bùi bùi, thơm phức, rất đặc trưng. Sau đây là hướng dẫn làm bánh dẻo ngon chuẩn từ A đến Z cho các bạn tham khảo và làm theo dễ dàng nhé.",Món mặn,8 người,40,"Đường trắng 580 Gr, Nước cốt chanh 1/2 muỗnguỗng cà phê, Bột bánh dẻo 395 Gr, Nước hoa bưởi 1 muỗnguỗng cà phê, Đậu xanh không vỏ 200 Gr, Sầu riêng 200 Gr, Dầu ăn 100 Gr, Bột mì 10 Gr","Cách nấu nước đường bánh dẻo: Cho 500g đường và 500 muỗngl nước nóng vào nồi. Khuấy cho đường tan hoàn toàn. Cho nồi nước đường lên bếp. Đun với lửa vừa cho đến khi nồi nước đường sôi lên thì cho 1/2 muỗnguỗng cà phê nước cốt chanh vào. Để cho nồi nước đường sôi khoảng 2 phút nữa thì tắt bếp., Làm nhân bánh dẻo:Vo sạch sạch, để ráo nước. Cho đậu xanh, 80g đường và 300 muỗngl nước vào nồi, khuấy nhẹ cho tan bớt đường. Ngâm đậu xanh khoảng 1 tiếng đồng hồ cho đậu nở. Sau đó, cho nồi đậu xanh lên bếp, đun với lửa vừa - cao cho đến khi nồi đậu sôi lên. Dùng muỗng vớt bớt bọt. Hạ lửa vừa - nhỏ và đun đến khi đậu chín mềm khi dùng muỗng khuấy thì đậu có thể nát được, để nguội., Cho đậu xanh nhân bánh dẻo vào máy xay sinh tố, thêm nửa chén nước, bật máy xay cho đậu thật nhuyễn. Lược nhân đậu xanh qua rây cho mịn màng, cho vào chảo chống dính., Cách sên nhân bánh dẻo thơm ngon: Đun nhân đậu với lửa nhỏ vừa. Chia dầu ăn làm 4 phần khoảng 25g lần lượt cho dầu ăn vào chảo đậu xanh. Khuấy tan bột mì và nước rồi cho vào chảo đậu xanh. Khuấy đều cho hỗn hợp hòa quyện. Hỗn hợp đậu lúc này vẫn còn lỏng. Khuấy đều thêm khoảng 2 phút nữa thì cho phần sầu riêng vào. Sầu riêng sẽ dần tan và hòa quyện vào đậu., Tiếp tục khuấy đều nhân bánh dẻo thêm 35-40 phút nữa, giúp nhân bánh sẽ đặc lại nhiều. Lúc này giảm lửa xuống mức nhỏ nhất và tiếp tục sên thêm 5 phút nữa. Cho 25g bột bánh dẻo vào, đảo đều cho bột hòa quyện hòa toàn vào phần nhân đậu xanh - sầu riêng. Sên nhân thêm khoảng 5-10 phút nữa., Để nhân bánh dẻo đậu xanh nguội bớt rồi chia nhân làm 10 phần, mỗi phần khoảng 60g - 62g. Vo tròn các viên nhân. Dùng màng bọc thực phẩm bọc nhân bánh dẻo lại cho khỏi bị khô trong lúc chuẩn bị vỏ bánh dẻo., Cách làm vỏ bánh dẻo: Khuấy nước cất hoa bưởi vào 700 muỗngl nước đường. Múc từng muỗng bột bánh dẻo vào tô nước đường. Dùng phới lồng khuấy đều cho tan hết bột. Đợi cho bột bánh dẻo tan hết thì mới cho muỗng bột tiếp theo. Làm tương tự cho vỏ bánh hơi đặc thì các bạn có thể thay lồng phới bằng muỗng gỗ hoặc spatula cho dễ trộn., Rắc bột bánh dẻo chống dính lên thớt. Cho khối vỏ bánh dẻo vừa trộn lên trên bột khô. Phủ thêm bột bánh dẻo lên khối bột. Dùng tay nhồi sơ khối bột bánh dẻo khoảng 30 giây. Bọc màng thực phẩm, để bột nghỉ khoảng 30 phút. Bột sẽ nở thêm trong quá trình nghỉ nên sẽ đặc hơn đôi chút nhưng vẫn còn rất dính tay. Dùng phần bột bánh dẻo còn lại để nhồi khối bột vỏ bánh. Thêm bột từ từ từng muỗng mỗi lần nhồi. Lăn bột thành khối dài rồi cuộn lại tròn lại cứ nhồi theo phương pháp gấp bột/cuộn bột. Thêm bột khô mỗi lần cuộn. Cứ thế cho thêm bột bánh dẻo khô và nhồi cho đến khi khối bột vỏ bánh không dính tay nữa. Khối bột vỏ bánh thu được tầm 1.1kg. Các bạn chia làm 10 phần, mỗi phần khoảng 110g. Như vậy khối lượng vỏ bánh gần gấp đôi khối lượng nhân., Thoa một ít bột bánh dẻo khô vào 2 tay đẻ chống dính, dùng mu bàn tay ép dẹp tròn miếng bột vỏ bánh dẻo. Sau đó dùng tay nắn miếng bột sao cho phần rìa bột mỏng hơn phần giữa. Đặt viên nhân đậu xanh vào giữa miếng bột bánh dẻo. Dùng tay nhẹ nhàng bao vỏ bột quanh viên nhân. Túm phần mép bột kín lại. Dùng tay vo tròn viên bánh. Rải một ít bột khô lên thớt và dùng tay xoay tròn viên bánh trên thớt, Lớp bột khô bám bên ngoài viên bánh giúp bánh không bị dính vào khuôn., Cho viên bánh dẻo nhân đậu xanh vào khuôn. Dùng tay ấn nhẹ để bột dàn đều vào khuôn. Tạo hình bánh nữa là hoàn tất., Những chiếc bánh dẻo nhân đậu xanh thơm ngon, dễ làm sẵn sàng phục vụ rồi nhé. Bảo quản bánh dẻo đậu xanh ở nhiệt độ phòng được 4 đến 5 ngày.",bánh dẻo nhân đậu xanh,481,37,5,11,24,https://image.cooky.vn/recipe/g1/2039/s640/recipe2039-636004751443707329.jpg,"481, 37, 5, 11, 24"
3027,Bánh Dẻo Heo Con,"Bánh dẻo heo con xinh xinh, ngộ nghĩnh và đáng yêu làm sao Nếu thích một mùa Trung thu dễ thương thì những chiếc bánh dẻo heo con này sẽ là lựa chọn rất là tuyệt vời đó. Tạo cho bé những kỉ niệm bằng cách làm bánh dẻo heo con này nhé, chắc chắn các bé sẽ nhớ mãi luôn.",Món mặn,4 người,30,"Bột bánh dẻo 300 Gr, Đường trắng 250 Gr","Bột bánh dẻo heo con: Đun tan 250g đường với 160 muỗngl nước, để nguội rồi cho vào nhào thật kĩ với 300g bột nếp. Chia bột thành các phần bằng nhau rồi pha phẩm màu vào từng phần theo ý thích. Nếu chỉ làm 1 muỗngàu thì các bạn nên pha luôn phẩm vào nước đường., Cách làm bánh dẻo heo con: Cán mỏng bột dày khoảng 5 muỗngm. Cho nhân bánh vào giữa miếng bột rồi bao tròn lại. Sau đó, dùng kẹo màu làm mắt và nặn thêm miệng cho chú heo. Bạn cán 2 muỗngiếng bột nhỏ hình chiếc lá gắn lên làm tai cho heo nữa là xong., Tương tự, các bạn làm thêm thật nhiều nữa để có hẳn một đàn heo nhé Thật là dễ thương đúng không Những chiếc bánh dẻo heo con thế này có thể dùng làm quà tặng bạn bè cũng hay lắm đó Lưu cách làm bánh dẻo heo con này lại để mùa Trung thu này thật là vui nhé",bánh dẻo heo con,361,11,9,21,40,https://image.cooky.vn/recipe/g1/9869/s640/recipe9869-636409119344801706.jpg,"361, 11, 9, 21, 40"
3028,Bánh Dẻo Chay,"Bánh dẻo chay là món bánh ngọt trung thu kiểu thạch trái cây vừa ngon vừa giải ngấy rất tốt khi lúc nào cũng có bánh nướng trong nhà đó. Bánh dẻo dẻo, dễ ăn mà các bạn ăn chay có thể thoải mái ăn nè. Cách làm bánh dẻo chay cũng chẳng hề khó một chút nào đâu, khéo tay một xíu xíu là làm được thôi, lăn vào bếp làm thử nhé.",Món chay,2 người,35,"Bột nếp 300 Gr, Nước 300 Gr, Muối 3 Gr, Dầu ăn 2 muỗnguỗng canh, Bột trà xanh 100 Gr, Đường trắng 30 Gr","Bột bánh dẻo chay: Đầu tiên trộn hỗn hợp 100g bột gạo nếp, 100 muỗngl nước, 1g muối, 10g đường nhào nhuyễn bột vào nhau. Nắm thử bột thấy có độ mịn là được., Tiếp theo cho bột trà xanh vào 100g bột gạo nếp, 10g đường, 1g muối trộn cùng ở một chén bột khác để cho bột có màu xanh. Còn phần bột gạo, muối, đường còn lại trộn với màu thực phẩm tùy thích., Cách làm bánh dẻo chay: Chuẩn bị nồi hấp, đặt bột gạo nếp trắng vào hấp. Chuẩn bị một nồi hấp khác để hấp bột gạo nếp màu xanh và màu thực phẩm kia. Nhưng nếu không có thì có thể hấp chung cũng được., Với loại bột trắng có thể pha trộn cùng bột màu để tạo nhiều màu khác nhau., Đặt trong túi nhựa để tránh trong quá trình làm bột bánh dẻo chay bị khô., Hấp khoảng 15 phút. Đeo găng tay và nhào kỹ lúc bột còn nóng. Nếu có điều kiện thì trộn bột bằng máy là tốt nhất., Bây giờ chia bột bánh dẻo chay thành các phần theo sở thích. Bôi chút dầu ăn trên bàn hoặc khay khi nhào cắt bột để khỏi dính., Cuối cùng dập khuôn bánh vào bột để tạo hình. Có thể là 1 muỗngàu hoặc trộn nhiều màu vào nhau. Hấp dẫn chưa này. Bánh chay dẻo vậy là đã hoàn thành rồi đó. Dẻo dẻo, bắt mắt sẽ giúp gia đình giải ngấy rất là tốt đó. Có cách làm bánh chay dẻo này rồi trung thu các bạn làm thử để đãi người thân nha.",bánh dẻo chay,577,13,8,29,11,https://image.cooky.vn/recipe/g2/11319/s640/recipe11319-635840498579112694.jpg,"577, 13, 8, 29, 11"
3029,Bánh Đậu Xanh Matcha,Bánh Đậu Xanh Matcha bánh đậu xanh trà xanh là một món ăn vặt được rất nhiều người đặc biệt yêu thích. Cách Làm bánh đậu xanh thơm lừng hấp dẫn mà chỉ cần ngửi thôi cũng đã khiến mọi người say mê rồi. Khi đặt một viên bánh đậu vào miệng ta sẽ thấy sự ngọt bùi tinh tế mà không loại bánh nào có được.,Món mặn,5 người,45,"Đậu xanh 100 Gr, Đường trắng 4 muỗnguỗng canh, Nước cốt dừa 6 muỗnguỗng canh, Bột matcha 1 muỗnguỗng canh, Muối 1 muỗnguỗng cà phê, Dầu ăn 1 muỗnguỗng canh, Nước 500 muỗngl","Cách làm bánh đậu xanh matcha trà xanh: Ngâm đậu xanh với nước khoảng 3 4 tiếng cho đậu xanh nở hết. Cho đậu xanh vào nồi, đổ nước xâm xấp mặt đậu xanh, thêm 1 muỗnguỗng cà phê muối rồi đun cho đậu xanh chín mềm., Đổ đậu xanh đã chín vào máy xay xay nhuyễn với đường, nước cốt dừa, dầu ăn, bột matcha. Cho hỗn hợp làm bánh đậu xanh matcha vào chảo chống dính sên đến khi có được khối bột đậu xanh dẻo, hơi cứng và không dính tay., Đợi hỗn hợp làm bánh đậu xanh trà xanh nguội, chia thành từng viên tròn nhỏ. Sử dụng khuôn bánh 50gr nên mình chia thành 5 viên bột 50gr. Cho từng viên đậu xanh matcha vào khuôn, ấn chặt, sau đó đẩy bánh ra khỏi khuôn., Những chiếc bánh đậu xanh matcha là sự kết hợp hoàn hảo giữa vị bùi bùi của đậu xanh, vị beo béo của nước cốt dừa và hương matcha thơm ngất ngây. Thưởng thức chiếc bánh đậu xanh trà xanh với một tách trà nóng là tuyệt vời nhất đấy",bánh đậu xanh matcha,391,36,10,17,24,https://image.cooky.vn/recipe/g3/29180/s640/recipe-cover-r29180.jpg,"391, 36, 10, 17, 24"
3030,Bánh Dẻo Bột Lọc,"Bánh dẻo bột lọc với vỏ bánh dẻo dẻo, dai dai và sẽ không bị quá ngọt như bánh dẻo thông thường. Bánh được đóng khuôn nhưng những chiếc bánh trung thu nhỏ xinh dáng yêu, chắc chắn sẽ giúp bạn và gia đình có được bánh ngon cùng ăn và đón đêm trăng rằm tháng 8 thật là sum vầy, hạnh phúc. Cùng xem cách làm bánh dẻo bột lọc như thế nào nhé.",Món mặn,5 người,45,"Bột gạo 100 Gr, Bột bắp 70 Gr, Đường trắng 65 Gr, Muối 1 Gr, Đậu xanh không vỏ 300 Gr, Dầu ăn 15 muỗngl","Trong tô lớn trộn đều 100g bột gạo với 50g bột bắp, 15g đường và 1g muối. Cho nước vào và nhào bột cho thật dẻo. Có thể dùng thêm nước lá dứa lá nếp để tạo màu cho bánh dẻo bột lọc các bạn nhé, Đậu xanh nấu chín, xay nhuyễn với 50g đường, 20g bột bắp và 15 muỗngl dầu ăn. Sên lửa nhỏ cho hơi ráo nước rồi viên lại thành 10 viên. Vê bột thành 10 viên nhỏ. Ép dẹp bột rồi viên một viên nhân đặt vào giữa. Viên tròn bột lại rồi cho vào khuôn đúc để tạo hình chiếc bánh dẻo bột lọc, , Đem bánh dẻo bột lọc đi hấp chín khoảng 25-30 phút là hoàn thành rồi. Ăn nóng hay lạnh đều được nè, ngon nhất là thưởng thức với ly trà yêu thích đó, vừa hợp vị vừa giải ngấy rất tốt. Cách làm bánh dẻo bột lọc cũng chỉ đơn giản như thế thôi, ghi lại để dành trổ tài nhé.",bánh dẻo bột lọc,211,25,4,14,37,https://image.cooky.vn/recipe/g1/9523/s640/recipe9523-636409101826750938.jpg,"211, 25, 4, 14, 37"
3031,Bánh Dày Nhân Đậu Xanh,"Bánh dày nhân đâu xanh dẻo dẻo thơm thơm của bột nếp, béo béo của đậu xanh, chấm thêm vani hoặc mật ong siêu ngon luôn",Món mặn,4 người,50,"Bột nếp 700 Gr, Nước ấm 540 muỗngl, Muối 2 muỗnguỗng cà phê, Đậu xanh không vỏ 400 Gr, Đường trắng 130 Gr, Bột dừa 60 Gr, Đường vani 2 muỗnguỗng canh","Đậu xanh ngâm qua đêm hoặc ngâm trước 5 giờ. Đậu xanh sau khi ngâm đem xả lại nước cho sạch rồi bỏ vào xửng hấp chín. Khi đậu xanh chín, chia ra thành 4 phần. 3 phần đem xào cùng đường, cốt dừa bột, muối và bột đường vani, rồi vo viên nhân tròn bằng nhau cho khoảng 15-20 cái bánh tùy theo lớn hay nhỏ. Còn lại 1 phần để nguội đem xay nhuyễn, để khi bánh hấp xong rồi lăn qua đậu xanh., Cách làm bánh dày nhân đậu xanh: Bột nếp và muối bỏ chung vào thau nhựa trộn đều, rồi cho nước vào nhồi đến khi bột kết thành khối, nhồi thêm 1 lúc nữa hoặc khi thấy mặt bột dẻo láng mịn là được. Rồi dùng khăn sạch phủ kín mặt bột và để nghỉ khoảng 20 phút. Chia bột đều bằng nhau theo số lượng của viên nhân, rồi dàn bột mỏng, sau đó cho viên nhân vào ở giữa rồi túm bột lại và đồng thời vo viên tròn như kiểu viên trôi nước. Tiếp theo, dùng tay ấn đè cho viên bột dẹp xuống tròn đều nhìn hình chỉ dẫn., Sau khi bắt nặn xong những cái bánh, đổ nước vào xửng hơn nửa nồi nước rồi bắt lên bếp, khi nước sôi cho bánh vào hấp thì hạ lửa ở lửa trung bình và hấp khoảng 16-20 phút tùy theo bánh lớn hay nhỏ. Khi bánh chín, lấy bánh ra ngoài và chờ khoảng 2-3 phút rồi lăn qua đậu xanh xay nhuyễn khi bánh còn nóng, đừng để bánh quá nguội rồi mới lăn thì không có độ dính để đậu xanh bám vào bánh., Tèn ten ten Thành quả bánh dày nhân đậu xanh đây ạ, thật là xinh xắn đúng không nào. Bánh dẻo dẻo, nhân đậu bùi bùi thơm ngon, các bạn ăn chay sẽ cực kỳ thích luôn. Có cách làm bánh dày nhân đậu xanh này rồi, lâu lâu các bạn nhớ trổ tài để cả gia đình bất ngờ nhé.",bánh dài nhân đậu xanh,346,28,5,27,39,https://image.cooky.vn/recipe/g5/45395/s640/cooky-recipe-636833329321042769.JPG,"346, 28, 5, 27, 39"
3032,Bánh Dâu Tây Không Dùng Lò Nướng,"Bánh Dâu Tây Không Dùng Lò Nướng - món ăn vặt cực thơm ngon và dễ làm, cho cả nhà nhâm nhi cực thích thú. Cách làm bánh kem dâu tây đơn giản với bánh quy mềm, xen kẽ lớp kem béo mịn màng, lớp dâu tây chua chua, ngon mê ly. Hướng dẫn làm bánh dâu tây sau đây rất thích hợp cho những bạn lần dầu làm bánh ngọt tại nhà nhé.",Món mặn,6 người,40,"Kem whipping 2 Chén, Siro dâu 1/2 Chén, Sữa tươi 3 Chén, Tinh chất vani 1 muỗnguỗng cà phê, Bánh lady finger 30 Cái, Dâu tây 450 Gr, Đường bột 1/2 Chén, Váng sữa 1 Chén","Cách làm bánh dâu tây ngon: Đánh đều 1 chén váng sữa với 3 chén sữa tươi, để riêng sang 1 bên. Bạn chuẩn bị 1 cái khuôn bánh lớn, xếp bánh lady finger hoặc bánh quy vào, rưới nước cốt dâu tây và ngâm cho bánh nở mềm. Sau đó, phết hỗn hợp váng sữa cùng sữa tươi lên lớp bánh., Thái lát mỏng dâu tây, xếp 1 lớp dâu lên bánh mặt bánh. Đánh bông kem whipping cùng với tinh chất vani, đường bột rồi phết kem lên trên mặt dâu tây, rải thêm lớp dâu tây lên mặt kem nữa là món bánh bánh kem dâu tây đã hoàn tất., Bọc bánh kem dâu tây lại bằng màng bọc thực phẩm và cho vào tủ lạnh để qua đêm là có thể dùng rồi nhé. Cắt bánh dâu tây thành những miếng nhỏ vừa ăn, nhâm nhi cùng tách trà nóng là hợp gu luôn đấy.",bánh dâu tâi không dùng lò nướng,338,14,10,30,23,https://image.cooky.vn/recipe/g4/34762/s640/cooky-recipe-cover-r34762.jpg,"338, 14, 10, 30, 23"
3033,Bánh Đậu Xanh Trái Cây,"Bánh đậu xanh trái cây là món bánh xuất hiện ở tuổi thơ của nhiều người. Bánh đậu xanh trái cây với tạo hình bên ngoài bóng bẩy, nhìn không khác trái cây thật. Món bánh có độ bùi béo của đậu xanh, lớp rau câu nhìu màu dai dai, ăn cực ngon. Cách làm bánh đậu xanh trái cây rất đơn giản, chỉ cần một chút khéo tay, bạn có thể tạo ra món bánh ngon cho gia đình.",Món mặn,2 người,40,"Đậu xanh không vỏ 150 Gr, Nước cốt dừa 230 muỗngl, Đường trắng 175 Gr, Bột rau câu 30 Gr","Rửa sạch đậu xanh không vỏ, ngâm trong nước từ 2-4 giờ. Cho đậu xanh đã được ngâm qua nước và hấp chín khoảng 30 phút. Tiếp đến cho vào máy xay sinh tố, cùng với 230 muỗngl nước cốt dừa và 115g đường, xay mịn., Cách làm bánh đậu xanh trái cây: Cho đậu xanh ra nồi, đun trên lửa nhỏ khuấy đều một lúc để đậu sệt hơn. Khi thấy muôi khuấy nặng tay, đậu xanh đã trở thành một khối. Tắt bếp, để đậu xanh nguội tí. Dùng tay nặn đậu xanh thành các loại trái cây yêu thích, rồi lấy tăm xiên chính giữa bánh đậu xanh trái cây. Pha màu thực phẩm với ít nước, rồi dùng bút lông nhỏ, sạch để tô màu cho các bánh đậu xanh trái cây đã tạo hình., Cho bột rau câu, 60g đường và 700 muỗngl nước vào nồi nhỏ, đun trên lửa vừa đến khi bột rau câu tan hết thì chuyển lửa nhỏ. Sau đó, nhúng đậu qua lớp rau câu, để khô một lúc nếu thấy còn mỏng quá thì có thể nhúng qua bột rau câu một lần nữa. Cuối cùng, cho bánh đậu xanh trái cây vào tủ lạnh giữ lạnh một lúc rồi dùng., Bánh đậu xanh trái cây thành phẩm bên ngoài bóng bẩy, màu sắc như trái cây thật, có vị đậu xanh bùi béo, ngọt vừa, lớp rau câu dai dai, không bị đắng. Món ăn vặt tuổi thơ vừa ngon vừa xinh xắn đúng không, có cách làm bánh đậu xanh trái cây này rồi thì những lúc thèm có thể tự làm tại nhà luôn.",bánh đậu xanh trái câi,451,26,7,10,20,https://image.cooky.vn/recipe/g1/8922/s640/recipe8922-635743716088830096.jpg,"451, 26, 7, 10, 20"
3034,Thịt Heo Kho Ớt,"Thịt heo kho ớt vẫn luôn là món ăn hấp dẫn, luôn được mọi người đón nhận. Thịt kho mềm thơm, đậm đà với chút vị cay của ớt giúp bữa cơm của gia đình thêm ngon lành, ấm cúng. Cách làm thịt heo kho ớt cũng chẳng hề khó nè, làm vài lần là có thể nhớ như in luôn rồi không cần phải ghi chép luôn.",Món mặn,2 người,25,"Thịt ba chỉ 300 Gr, Ớt 3 Trái, Nước mắm 2 muỗnguỗng canh, Đường trắng 1/2 muỗnguỗng canh, Bột ngọt 1/3 muỗnguỗng canh, Tiêu 1/3 muỗnguỗng canh, Nước màu 1/3 muỗnguỗng canh","Thịt ba chỉ heo mua về rửa sạch cắt miếng vừa ăn. Ớt cắt lát xéo., Cho thịt heo vào chảo, ướp thịt với nước mắm, bột ngọt, đường, tiêu và nước màu., Tiếp theo cho ớt vào cùng. Dùng đũa trộn đều lên và ướp thịt khoảng 15 phút., Sau 15 phút. Cho thịt lên bếp, nấu với lửa nhỏ. Khi thịt bắt đầu sôi dùng đũa đảo đều thịt., Khi thấy thịt tóp lại, dùng đũa nếm thử lại cho gia vị vừa ăn. Đun thịt đến khi nước thịt sến đặt lại là được. Cuối cùng là cho thịt heo kho ớt ra tô và dùng kèm với cơm nóng nha. Có cách làm thịt heo kho ớt này rồi gia đình sẽ hao cơm lắm đó.",thịt heo kho ớt,375,10,10,21,5,https://image.cooky.vn/recipe/g1/1004/s640/recipe1004-635551874336939668.jpg,"375, 10, 10, 21, 5"
3035,Tôm Rim Mắm Me Cay,"Làm mới cho bữa cơm gia đình hằng ngày với món Tôm rim mắm me cay hương vị chua ngọt rất hao cơm. Cách làm món ăn này đơn giản, nguyên liệu ngoại trừ tôm ra còn lại thường hay có sẵn trong gia đình. Chỉ với chưa đến 20 phút là đã có món tôm rim nóng hổi để cả nhà cùng thưởng thức rồi.",Món mặn,2 người,25,"Đường 50 Gr, Ớt sa tế 30 Gr, Nước mắm 30 muỗngl, Tôm tươi 300 Gr, Me 200 Gr, Tỏi 30 Gr, Dầu ăn 2 muỗnguỗng canh","Tôm chọn mua con tươi để thịt ngọt và dai nhất. Sau khi mua về rửa sơ qua nước lạnh rồi đem cắt bỏ râu và chân tôm, sau đó đem rửa nhanh lại lần nữa., Bóc vỏ 30gr tỏi sau đó đem băm nhuyễn. Đun sôi 180 muỗngl nước, cho 30gr me vắt vào nồi rồi dầm cho me tan đều ra với nước. Đun sôi 2 phút rồi nhắc xuống. Lọc me qua rây lấy nước cốt, bỏ phần hạt me., Bắc chảo lên bếp, cho vào 2 muỗnguỗng canh dầu ăn, dầu nóng thì cho tỏi đã băm nhuyễn vào phi thơm. Tiếp theo cho nước cốt me, 50gr đường, 30gr ớt sa tế và 30gr nước mắm vào, khuấy đều rồi đun sôi lăn tăn 2 phút cho nước sốt keo lại., Cho tôm đã làm sạch vào chung với sốt mắm me, xóc đều cho tôm áo sốt. Rim đến khi tôm chín, chuyển sang màu đỏ ngon mắt thì tắt bếp., Dùng tôm rim lúc còn nóng cùng với cơm trắng. Món tôm rim này cách làm đơn giản mà hương vị chua ngọt rất đậm đà và bắt cơm vô cùng.",tôm rim mắm cay,222,11,7,19,10,https://image.cooky.vn/recipe/g6/50258/s640/cooky-recipe-cover-r50258.png,"222, 11, 7, 19, 10"
3036,Bò Chiên Trứng Sốt Cà,Một món ăn vừa dễ làm vừa bổ dưỡng. Hãy làm mới bữa ăn sáng của mình với món này nhé,Món mặn,2 người,25,"Thịt bò xay 200 Gr, Trứng cút 10 Quả, Sốt cà chua 300 Gr, Hạt nêm 1 muỗnguỗng cà phê, Tiêu 1 muỗnguỗng cà phê, Bơ 10 Gr","Ướp thịt bò xay với 1 muỗnguỗng cà phê hạt nêm và 1 muỗnguỗng cà phê tiêu, trộn đều, ướp 10 phút. Sau đó ép thịt bò thành từng miếng dẹp vừa ăn., Cho bơ vào chảo đun nóng, sau đó cho bò vào áp chảo. Áp chảo bò vừa chín tới rồi tắt bếp lấy bò ra., Cùng 1 chiếc chảo, cho sốt cà chua vào đun nóng. Sau đó cho phần bò vừa áp chảo vào. Nấu đến khi bò chín., Cho trứng cút vào chảo. Để lửa nhỏ đến khi trứng chín sau đó có thể thưởng thức món ăn., Cho món bò chiên trứng sốt cà ra dĩa và thưởng thức với bánh mì.",bò chiên trứng sốt cà,505,39,8,10,38,https://image.cooky.vn/recipe/g5/49822/s640/cooky-recipe-cover-r49822.jpg,"505, 39, 8, 10, 38"
3037,Vây Cá Hồi Tẩm Gia Vị Chiên Xù,"Món vây cá hồi chiên xù Mẹ tôi dạy khi tôi về quê. Đây là món thường được đãi trong tiệc cưới hoặc trong những bữa ăn gia đình cuối tuần. Món ăn có màu sắc đẹp, vị ngon miệng. Xin mời các bạn vào bếp",Món mặn,2 người,50,"Cá hồi 300 Gr, Trứng 2 Quả, Bột chiên xù 150 Gr, Rượu trắng 100 muỗngl, Hạt nêm 2 muỗnguỗng cà phê, Bột canh 1 muỗnguỗng cà phê, Tiêu 1 muỗnguỗng cà phê, Bột nghệ 2 muỗnguỗng cà phê, Giấm 1 muỗnguỗng cà phê","Chuẩn bị vây cá, rửa sạch với nước có pha chút muối. Cạo bỏ màng đen bám ở vây để khỏi tanh. Sau đó rửa lại lần nữa với rượu trắng. Để ráo nước hoặc thấm cho cá khô. Bạn có thể để nguyên da hoặc bỏ da nếu sợ tanh., Ướp cá với hành tỏi băm nhuyễn, 2 muỗnguỗng cà phê hạt nêm, 1 muỗnguống cà phê bột canh, 1 muỗnguỗng cà phê tiêu. Nếu có nghệ để khử mùi tanh thì ướp thêm 1 muỗnguỗng canh nước nghệ hoặc 2 muỗnguỗng cà phê bột nghệ. Để ngấm trong 10 phút., Trứng khuấy đều. Cho 1 muỗnguỗng cà phê dấm để khử mùi tanh của trứng., Tẩm bột: chuẩn bị bột chiên giòn nếu có và bột chiên xù ra đĩa. Lăn qua 1 lớp bột chiên giòn, 1 lớp trứng, 1 lớp bột chiên xù. Lưu ý không lăn quá nhiều bột, ăn sẽ bị béo quá., Chiên: bắc chảo nóng, cho dầu ăn xâm xấp mặt cá. Dầu nóng thì cho cá vào chiên. Hôm nay nhà mình tẩm bột hết rồi chiên. Các bạn có thể vừa tẩm vừa chiên cũng được., Rán xong một lượt thì dùng vợt gạn lấy bột ra để dầu khỏi cháy. Chiên xong lấy ra đĩa để giấy thấm dầu. Ăn cá chiên với tương ớt và mayonnaise và rau thơm.",vâi cá hồi tẩm gia vị chiên xù,182,29,4,16,18,https://image.cooky.vn/recipe/g6/50257/s640/cooky-recipe-637054785625796242.jpg,"182, 29, 4, 16, 18"
