food_id,dish_name,description,dish_type,serving_size,cooking_time,ingredients,cooking_method,dish_tags,calories,fat,fiber,sugar,protein,image_link,nutrient_content
1901,Đậu Hũ Hấp Hành Hương,Đậu hũ là một nguyên liệu phổ biến trong âm thực chay bởi chất dinh dưỡng mà nó mang đến cho người ăn chay. Đậu hũ có nhiều cách chế biến khác nhau. Mình xin giới thiệu món đậu hũ hấp hành hương mình hay làm cho các bữa cơm chay nhé.,Món mặn,1 người,50,"Đậu hũ non 1 muỗngiếng, Hạt nêm chay Knorr Nấm hương 5 Gr, Hành lá 20 Gr, Đường 5 Gr, Dầu mè 5 muỗngl","Cắt đậu hũ thành các khuôn vuông vừa ăn rồi cho vào chén sứ. Thêm vào đậu hũ 5gr hạt nêm chay Knorr, đường, dầu mè, ướp cho các mặt thấm đều gia vị., Cắt hành thành các khúc 5cm rồi xếp lên mặt của đậu đã ướp., Cho đậu hũ vào nồi và hấp trong vòng 5 phút với lửa lớn đến khi hành chín, đậu hũ nóng là có thể thưởng thức., Đậu hũ hấp hành hương đơn giản, dễ làm sẽ là một món ăn xế dành cho các bạn ăn chay. Đậu hũ béo, hành hương thơm, hạt nêm chay Knorr mằn mặn sẽ tạo nên một món ăn hài hòa. Chúc các bạn thành công theo công thức của mình",đậu hũ hấp hành hương,344,20,5,20,19,https://image.cooky.vn/recipe/g6/51533/s640/cooky-recipe-637128255980813192.jpg,"344, 20, 5, 20, 19"
1902,Cà Rốt Xào Nấm,"Cà rốt là một loại củ rất dinh dưỡng, và có thể nói cà rốt là một nguyên liệu không thể thiếu khi chế biến các món chay. Mình xin giới thiệu món cà rốt xào nấm mà mình hay làm cho các bữa cơm chay nhé.",Món mặn,2 người,20,"Cà rốt 1 Củ, Nấm bào ngư 50 Gr, Hạt nêm chay Knorr Nấm hương 7 Gr, Đường 3 Gr, Tỏi 1 Tép, Dầu ăn 10 muỗngl","Cà rốt mua về bào vỏ, rửa sạch rồi cắt thành các lát vừa ăn. Nấm bào ngư thì rửa sạch, bỏ gốc và xé nhỏ tùy thích. Chuẩn bị một cái chảo, phi thơm 1 tép tỏi với ít dầu ăn rồi cho nấm bào ngư vào xào sơ., Thêm tiếp cà rốt cắt lát, gia vị gồm hạt nêm chay Knorr, đường vào xào chung. Lớn lửa và xào đến khi cà rốt chín thì tắt bếp., Cho cà rốt xào nấm ra dĩa là hoàn tất một món xào đơn giản cho những bữa cơm chay. Cà rốt ngọt ngọt, mằn mặn vị hạt nêm chay Knorr kết hợp cùng nấm bào ngư dai ngọt sẽ đảm bảo dinh dưởng cho bữa cơm chay.",cà rốt xào nấm,513,39,4,21,28,https://image.cooky.vn/recipe/g6/51532/s640/cooky-recipe-637128254445350158.jpg,"513, 39, 4, 21, 28"
1903,Bí Đao Cháy Tỏi,"Bí đao cháy tỏi như một món xào trong bữa ăn dành cho người ăn chay. Vị thanh ngọt của bí đao chắc chắn sẽ làm xiêu lòng các bạn một khi đã ăn vì ngoài thanh ngọt, bí đao còn có hương thơm hấp dẫn, đồng thời bí đao là trái có rất nhiều công dụng có ích cho sức khỏe, đặc biệt là thanh nhiệt. Mình xin giới thiệu món bí đao cháy tỏi nhé.",Món mặn,1 người,25,"Bí đao 1 Trái, Tỏi 3 Tép, Hạt nêm chay Knorr Nấm hương 10 Gr, Tiêu xay 1/2 muỗnguỗng cà phê, Dầu ăn 10 muỗngl","Bào vỏ rồi rửa sạch, cắt sợi bí đao tùy thích., Đập dập tỏi rồi phi thơm với ít dầu ăn, sau đó cho bí đao vào xào chín., Nêm nếm vào bí đao hạt nêm chay Knorr cho vừa ăn rồi đảo đều, tắt bếp., Cho bí đao cháy tỏi ra dĩa rồi thưởng thức với cơm nóng. Chúc các bạn thành công theo công thức của mình.",bí đao chái tỏi,524,30,6,23,12,https://image.cooky.vn/recipe/g6/51531/s640/cooky-recipe-637128252749564769.jpg,"524, 30, 6, 23, 12"
1904,Bí Đao Kho Tiêu Xanh,"Chỉ cần dành một ít thời gian vào bếp là sẽ có ngay món bí đao kho tiêu xanh vừa ngon miệng, lại vừa dễ thực hiện dùng chung với cơm nóng.",Món mặn,2 người,35,"Bí đao 1 Trái, Tiêu xanh 20 Gr, Nước tương 30 muỗngl, Đường 10 Gr, Hạt nêm chay Knorr Nấm hương 5 Gr, Bột ngọt 2 Gr, Tiêu xay 2 Gr","Cho tất cả gia vị gồm nước tương, hạt nêm chay Knorr, đường, bột ngọt, tiêu xay, tiêu xanh vào, nấu tan gia vị., Bí rửa sạch rồi bào bỏ vỏ, sau đó cắt thành các khúc dày vừa ăn. Xếp bí vào nồi kho nhỏ lửa cùng lượng nước xăm xắp mặt bí., Đến khi bí mềm, rút hết nước xốt thấm vào trong đậm đà thì tắt bếp. Cho bí đao kho tiêu xanh ra dĩa, thêm 1 chén cơm nóng nữa là tuyệt cú mèo. Đừng nghĩ món chay là không ngon miệng nhé. Chúc các bạn thành công theo công thức của mình, ggf",bí đao kho tiêu xanh,272,14,6,20,32,https://image.cooky.vn/recipe/g6/51530/s640/cooky-recipe-637128250791431542.jpg,"272, 14, 6, 20, 32"
1905,Đậu Hủ Xốt Cam,Cùng biến tấu các món ăn với đậu hủ theo cách của mình để các bữa ăn chay không trở nên nhàm chán nhé. Món đậu hủ xốt cam sẽ là món ăn lạ miệng tiếp theo mà mình giới thiệu đến mọi người nè. Cùng thử nhé,Món mặn,2 người,40,"Đậu hũ trắng 1 muỗngiếng, Cam 1 Trái, Đường 10 Gr, Hạt nêm chay Knorr Nấm hương 5 Gr","Cắt đậu hủ thành khối vuông vừa ăn, rồi mang đi chiên giòn. Vớt đậu chiên vàng giòn ra, để ráo dầu, Cắt đôi trái cam rồi vắt nước cam vào chảo. Thêm vào nước cam gia vị gồm: đường, hạt nêm chay Knorr rồi nấu sôi đến khi gần kẹo lại thì cho đậu hủ đã chiên vào xào chung đến khi cạn xốt thì tắt bếp., Cho đậu hủ xốt cam ra dĩa và thưởng thức như một món ăn vặt vào các ngày chay nhé. Chúc các bạn ngon miệng.",đậu hủ xốt cam,555,32,8,21,33,https://image.cooky.vn/recipe/g6/51525/s640/cooky-recipe-637128229046431313.jpg,"555, 32, 8, 21, 33"
1906,Khổ Qua Xốt Đậu Hũ,"Khổ qua xốt đậu hũ là một món xào trong bữa ăn dành cho người ăn chay. Vị đắng đắng của khổ qua sẽ có nhiều người không ăn được, nhưng một khi đã ăn được khổ qua thì chắc chắn sẽ ghiền vì hương vị lạ mà nó mang đến, đồng thời khổ qua là trái có tính chất thanh nhiệt rất tốt cho cơ thể. Mình xin giới thiệu món khổ qua xốt đậu hũ kết hợp giữ vị nhẫn đắng của khổ qua và vị béo nhỏ của đậu hũ",Món mặn,4 người,25,"Khổ qua 1 Trái, Đậu hũ trắng 1 muỗngiếng, Nước tương 5 muỗngl, Hạt nêm chay Knorr Nấm hương 5 Gr, Dầu ăn 10 muỗngl","Đậu khuôn đậu hũ trắng mua về để ráo nước rồi dùng muỗng tán nhuyễn., Cắt đôi rồi bổ dọc khổ qua, sau đó bỏ ruột, cắt lát mỏng. Cho dầu ăn vào chảo, làm nóng dầu rồi cho khổ qua vào xào sơ., Nêm nếm vào khổ qua xào hạt nêm chay Knorr, nước tương cho vừa ăn rồi đảo đều., Thêm tiếp đậu khuôn tán nhuyễn vào xào chung đến khi đậu khuôn bám đều khổ qua thì tắt bếp., Cho khổ qua xốt đậu hũ ra dĩa là hoàn tất món xào cho bữa cơm chay. Chúc các bạn thành công theo công thức của mình.",khổ qua xốt đậu hũ,388,13,3,24,35,https://image.cooky.vn/recipe/g6/51535/s640/cooky-recipe-637128260320753273.jpg,"388, 13, 3, 24, 35"
1907,Bí Đao Kho Rau Răm,"Chỉ cần dành một ít thời gian vào bếp là sẽ có ngay món bí đao kho rau răm vừa ngon miệng, lại vừa dễ thực hiện dùng chung với cơm nóng.",Món mặn,1 người,25,"Bí đao 1 Trái, Rau răm 100 Gr, Nước tương 30 muỗngl, Đường 10 Gr, Hạt nêm chay Knorr Nấm hương 10 Gr, Bột ngọt 5 Gr, Tiêu xay 5 Gr, Nước mắm chay 5 muỗngl","Bí rửa sạch rồi bào bỏ vỏ, sau đó cắt thành các khúc dày vừa ăn. Cho tất cả gia vị gồm nước tương, hạt nêm chay Knorr, đường, nước mắm chay, bột ngọt nấu tan gia vị rồi xếp bí vào nồi kho nhỏ lửa cùng lượng nước xăm xắp mặt bí., Sau 15 phút, bí hơi mềm thì cho rau răm đã rửa sạch vào nồi, đậy nắp kho tiếp đến khi bí đao chín mềm, thấm xốt đậm đà và nước xốt kho sệt lại, vị vừa ăn thì tắt bếp., Cho bí đao kho rau răm ra dĩa, thêm 1 chén cơm nóng nữa là tuyệt cú mèo. Đừng nghĩ món chay là không ngon miệng nhé. Chúc các bạn thành công theo công thức của mình.",bí đao kho rau răm,197,12,3,16,18,https://image.cooky.vn/recipe/g6/51529/s640/cooky-recipe-637128248536259997.jpg,"197, 12, 3, 16, 18"
1908,Đậu Hũ Sốt Tương Đỏ Chua Cay,Cùng biến tấu các món ăn với đậu hũ theo cách của mình để các bữa ăn chay không trở nên nhàm chán nhé. Món đậu hũ xốt tương đỏ chua cay sẽ là một trong những lựa chọn không tồi cho những ngày chay đâu.,Món mặn,1 người,20,"Đậu hũ non 1 muỗngiếng, Tương ớt 10 Gr, Tương cà 10 Gr, Nước lạnh 20 muỗngl, Ớt sừng 3 Gr, Hạt nêm chay Knorr Nấm hương 5 Gr, Đường 5 Gr","Cắt đậu hũ thành khối vuông vừa ăn rồi chiên giòn. Vớt đậu vàng giòn để ráo dầu., Cho toàn bộ gia vị gồm: đường, hạt nêm chay Knorr, tương ớt, tương cà, ớt sừng băm, nước lạnh rồi nấu sôi đến khi gần kẹo lại thì cho đậu hũ đã chiên vào xào chung đến khi cạn xốt thì tắt bếp., Cho đậu hũ xốt tương đỏ chua cay ra dĩa rồi thêm chén cơm nóng nữa là có thể no bụng rồi đó. Chua cay, béo ngọt đầy đủ, còn chờ gì mà không thử chứ. Chúc các bạn ngon miệng.",đậu hũ sốt tương đỏ chua cay,429,22,4,29,8,https://image.cooky.vn/recipe/g6/51528/s640/cooky-recipe-637128234484788055.jpg,"429, 22, 4, 29, 8"
1909,Bánh Mì Lạt Nhân Thập Cẩm,"Bên ngoài hơi giòn, bên trong vừa mềm, vừa giòn, vừa béo và vừa ngọt.... Bạn đã ăn món này chưa Làm thì rất ư là đơn giản mà ngon... xuất sắc nha... Hãy bạn làm thử nhé",Món mặn,2 người,35,"Nấm đùi gà 4 Cây, Ớt chuông đỏ 1/2 Trái, Hành tím 1/2 Củ, Hạt nêm chay Knorr Nấm hương 1 muỗnguỗng canh, Bột ngọt 1/3 muỗnguỗng cà phê, Tiêu 1/3 muỗnguỗng cà phê, Bánh mì sandwich 4 Lát, Phô mai 2 muỗngiếng","Nấm ngâm nước muối pha loãng, rửa sạch tất cả nguyên liệu cắt hạt lựu., Cho ít dầu vào chảo phi thơm củ hành tỏi băm nhỏ xào nấm, ớt chuông nêm gia vị. Cả 3 vừa chín cho tiếp củ hành vào đảo đều khoảng 1 phút tắt bếp thêm ít tiêu. Cho ra rổ inox nhỏ để ráo nước., Nướng bánh mì lạt bằng chảo, nướng từng lát vàng đều 2 muỗngặt. Cho nhân thập cẩm và phô mai lên trên. Úp 2 lát bánh mì lại với nhau. Dùng vá dẹp lật trở 2 muỗngặt cho nóng đều, vàng giòn thêm., Vị phô mai beo béo hoà nguyện với mùi thơm nấm hương, mùi đặc trưng của ớt chuông, thêm ít tương ớt cay cay lên trên... lạ mà ngon thế... ăn 1 cái sẽ muốn ăn thêm nữa. Có thể dùng ăn sáng, ăn trưa, ăn tối... tuyệt vời cho ngày chay đủ năng lượng.",bánh mì lạt nhân thập cẩm,439,32,6,16,28,https://image.cooky.vn/recipe/g6/51539/s640/cooky-recipe-637128561324054153.JPG,"439, 32, 6, 16, 28"
1910,Đậu Hủ Xốt Mắm Tắc,Cùng biến tấu các món ăn với đậu hủ theo cách của mình để các bữa ăn chay không trở nên nhàm chán nhé. Món đậu hủ xốt mắm tắc sẽ rất phù hợp để ăn cơm đó nhe.,Món mặn,2 người,30,"Đậu hũ trắng 1 muỗngiếng, Trái tắc 4 Trái, Đường 20 Gr, Tương ớt 10 Gr, Hạt nêm chay Knorr Nấm hương 3 Gr, Nước mắm chay 10 muỗngl","Cắt đậu hũ thành khối vuông vừa ăn, rồi chiên giòn. Vớt đậu chiên vàng giòn, để ráo dầu, Cắt đôi 2 trái tắt vắt nước cốt, còn 2 trái còn lại thì cắt lát cho vào chảo. Thêm vào chảo toàn bộ gia vị gồm : nước mắm chay, đường, hạt nêm chay Knorr, tương ớt rồi nấu sôi., Cho đậu hũ đã chiên vào xốt mắm tắc xào đều tay để đậu thấm vị thì tắt bếp., Cho đậu hũ xốt mắm tắc ra dĩa và thưởng thức cùng cơm nóng các bạn nhé. Đậu béo béo, hòa quyện cùng xốt mắm tắc chua chua, ngọt ngọt, thơm thơm rất ngon miệng. Chúc các bạn ngon miệng.",đậu hủ xốt mắm tắc,268,32,4,17,31,https://image.cooky.vn/recipe/g6/51526/s640/cooky-recipe-637128230975243813.jpg,"268, 32, 4, 17, 31"
1911,Đậu Cove Xào Cà Rốt,"Một món ăn quen thuộc dành cho những người ăn chay đây rồi. Đậu que xào cà rốt với phần đậu xanh ươm, giòn ngọt thấm vị mằn mặn của gia vị kết hợp cùng cà rốt tươi màu, đầy dinh dưỡng sẽ mang đến món ăn ngon tuyệt vời. Cùng xem công thức của mình nhé.",Món mặn,1 người,25,"Đậu que 150 Gr, Cà rốt 50 Gr, Tỏi 3 Gr, Đường 3 Gr, Hạt nêm chay Knorr Nấm hương 5 Gr, Dầu hào 5 muỗngl, Dầu ăn 10 muỗngl","Băm nhỏ tỏi. Tước bỏ phần xơ trong đậu que rồi cắt bỏ 2 đầu, rửa sạch và cắt khúc vừa ăn. Bào vỏ, cắt sợi cà rốt. Cho dầu ăn vào chảo, phi thơm tỏi băm đến khi tỏi thơm thì cho cà rốt vào xào sơ., Tiếp tục thêm đậu que vào đảo đều. Nêm vào hạt nêm, dầu hào chay và đường, đảo đều tay với lửa lớn đến khi cà rốt, đậu que chín thì tắt bếp., Vậy là hoàn tất món đậu que xào cà rốt. Cho đậu que xào cà rốt ra dĩa và thưởng thức thôi. Chúc các bạn thành công theo công thức này nhé.",đậu cove xào cà rốt,366,35,8,21,6,https://image.cooky.vn/recipe/g6/51527/s640/cooky-recipe-637128233085878396.jpg,"366, 35, 8, 21, 6"
1912,Cơm Xào Nấm Măng Tây Cà Rốt,Nói đúng hơn là cơm vét tủ lạnh nhưng ngon ngọt hấp dẫn lắm đa. Với măng tây cà rốt vừa chín tới giòn giòn hoà cùng với nấm thêm vị ngọt từ nấm hương nữa...được bữa sáng ngon lành,Món mặn,4 người,20,"Nấm đùi gà 2 Cây, Măng tây 4 Cây, Cà rốt 1/3 Củ, Cơm 1 Chén, Hạt nêm chay Knorr Nấm hương 1 muỗnguỗng canh, Bột ngọt 1/3 muỗnguỗng cà phê, Tỏi 1 Củ, Tiêu 1/3 muỗnguỗng cà phê, Nước tương 1 muỗnguỗng cà phê","Rửa sạch tất cả nguyên liệu cắt hạt lựu., Cho ít dầu vào chảo phi thơm tỏi băm nhỏ xào nấm, cà rốt trước nêm gia vị hạt nêm và bột ngọt xong cho tiếp măng tây vào. Cả 3 vừa chín cho cơm vào đảo đều nêm thêm 1 muỗnguỗng cà phê nước tương cơm sẽ thơm đậm đà hơn. Nếm lại vừa khẩu vị, cơm ráo vừa đủ độ mình cần, tắt bếp thêm ít tiêu., Cơm dùng nóng rất ngon. Mình làm cho mình ăn, vậy mà dọn ra bàn thêm 3 người ké. Thố cơm 4 người ăn, ăn ít ngon vui... còn thèm, lần tới làm tiếp hihi",cơm xào nấm măng tâi cà rốt,412,33,7,10,11,https://image.cooky.vn/recipe/g6/51538/s640/cooky-recipe-637128505121412305.JPG,"412, 33, 7, 10, 11"
1913,Đậu Que Cháy Tỏi,"Một món ăn quen thuộc dành cho những người ăn chay đây rồi. Đậu que cháy tỏi với phần đậu xanh ươm, giòn ngọt thấm vị mằn mặn của gia vị cùng hương thơm của tỏi băm thì ngon tuyệt vời. Cùng xem công thức của mình nhé.",Món mặn,1 người,35,"Đậu que 200 Gr, Tỏi 3 Tép, Đường 3 Gr, Hạt nêm chay Knorr Nấm hương 10 Gr, Dầu ăn 10 Gr","Băm nhỏ tỏi. Tước bỏ phần xơ trong đậu que rồi cắt bỏ 2 đầu, rửa sạch và cắt khúc vừa ăn. Cho dầu ăn vào chảo, phi thơm tỏi băm đến khi tỏi thơm thì cho đậu que vào xào., Nêm vào đậu que hạt nêm và đường, đảo đều tay với lửa lớn đến khi đậu que xanh, trong là đậu đã chín thì tắt bếp., Vậy là hoàn tất món đậu que cháy tỏi. Cho đậu que cháy tỏi ra dĩa và thưởng thức thôi. Chúc các bạn thành công theo công thức này nhé.",đậu que chái tỏi,582,24,7,10,20,https://image.cooky.vn/recipe/g6/51524/s640/cooky-recipe-637128226795488335.jpg,"582, 24, 7, 10, 20"
1914,Sườn Xào Chua Ngọt Hút Cơm,"Sườn xào chua ngọt hút cơm với những miếng sườn được chặt nhỏ vừa ăn. Thịt sườn dai dai, béo thơm và ngấm đều gia vị mắm đường và giấm mặn ngọt cực ngon, làm món ăn đổi vị cho cả nhà là hợp lý.",Món mặn,4 người,40,"Sườn heo 600 Gr, Nước mắm 3 muỗnguỗng canh, Đường trắng 4 muỗnguỗng canh, Giấm 4 muỗnguỗng canh, Bột ngọt 1/2 muỗnguỗng cà phê, Tiêu 1/3 muỗnguỗng cà phê, Hành tím 2 Củ, Tương cà 1 muỗnguỗng canh, Hành lá 2 Nhánh, Dầu ăn 2 muỗnguỗng canh","Sườn mua về chặt miếng vừa ăn, sau đó cho 1 chút muối vào bóp kỹ rồi rửa lại cho sạch sẽ. Hành tím băm nhỏ. Hành lá rửa sạch, cắt nhỏ., Đun 1 nồi nước sôi sau đó cho sườn vào chần sơ qua, vớt ra để ráo nước. Trong tô nhỏ, trộn đều giấm, đường, nước mắm, hạt nêm, tiêu, bột ngọt và tương cà., Đun nóng 2 muỗnguỗng canh dầu ăn, xếp từng miếng sườn vào chảo, chiên cho sườn chín vàng thì gắp ra đĩa., Vẫn sử dụng cái chảo ấy, cho hành tím băm nhỏ vào phi cho thơm sau đó cho bát nước sốt vào nấu cho sôi mới cho sườn vào. Đảo đều và thêm 1/2 chén nhỏ nước, đậy nắp vung xào cho sườn vừa chín mềm, nước sốt sệt lại là được, rắc chút hành lá lên trên là tắt bếp., Sườn xào chua ngọt hút cơm với những miếng sườn được chặt nhỏ vừa ăn. Thịt sườn dai dai, béo thơm và ngấm đều gia vị mắm đường và giấm mặn ngọt cực ngon, làm món ăn đổi vị cho cả nhà là hợp lý.",sườn xào chua ngọt hút cơm,258,30,3,20,20,https://image.cooky.vn/recipe/g3/26802/s640/recipe-cover-r26802.jpg,"258, 30, 3, 20, 20"
